x,sin_x,cos_x
5.446274,-0.742578,0.669760
5.448604,-0.741015,0.671488
5.449426,-0.740463,0.672097
5.450183,-0.739954,0.672657
5.450604,-0.739671,0.672969
5.452165,-0.738620,0.674122
5.475225,-0.722879,0.690974
5.484334,-0.716555,0.697531
5.484668,-0.716322,0.697769
5.490803,-0.712028,0.702151
5.493479,-0.710146,0.704054
5.493604,-0.710058,0.704143
5.495035,-0.709050,0.705158
5.495118,-0.708992,0.705217
5.497800,-0.707100,0.707100
5.497818,-0.707085,0.707129
5.498316,-0.706733,0.707481
5.498463,-0.706629,0.707585
5.501174,-0.704708,0.709498
5.508331,-0.699612,0.714523
5.508536,-0.699465,0.714667
5.517563,-0.692986,0.720951
5.518935,-0.691996,0.721901
5.521435,-0.690189,0.723629
5.523352,-0.688801,0.724951
5.524177,-0.688203,0.725519
5.531592,-0.682803,0.730602
5.535713,-0.679787,0.733409
5.542870,-0.674521,0.738256
5.546957,-0.671498,0.741006
5.551382,-0.668213,0.743970
5.555251,-0.665329,0.746550
5.559670,-0.662023,0.749483
5.565050,-0.657982,0.753034
5.569434,-0.654674,0.755911
5.570405,-0.653939,0.756547
5.576774,-0.649108,0.760696
5.579398,-0.647110,0.762397
5.579837,-0.646775,0.762681
5.581765,-0.645304,0.763926
5.589876,-0.639086,0.769135
5.590649,-0.638491,0.769629
5.591400,-0.637913,0.770108
5.592157,-0.637330,0.770591
5.593693,-0.636145,0.771569
5.597014,-0.633579,0.773678
5.602573,-0.629269,0.777188
5.607666,-0.625303,0.780382
5.611079,-0.622635,0.782512
5.611214,-0.622530,0.782596
5.611646,-0.622192,0.782865
5.613691,-0.620590,0.784136
5.620381,-0.615330,0.788270
5.621490,-0.614455,0.788952
5.627440,-0.609750,0.792594
5.630501,-0.607321,0.794457
5.630744,-0.607128,0.794604
5.634480,-0.604155,0.796867
5.635997,-0.602945,0.797782
5.636227,-0.602762,0.797921
5.637916,-0.601414,0.798938
5.644604,-0.596057,0.802942
5.648091,-0.593254,0.805016
5.665183,-0.579408,0.815038
5.670914,-0.574728,0.818345
5.671218,-0.574479,0.818519
5.671537,-0.574218,0.818703
5.673042,-0.572985,0.819566
5.673648,-0.572488,0.819913
5.675776,-0.570742,0.821130
5.679398,-0.567765,0.823191
5.679832,-0.567407,0.823437
5.691258,-0.557962,0.829867
5.691951,-0.557386,0.830253
5.693237,-0.556318,0.830969
5.699391,-0.551193,0.834377
5.699500,-0.551103,0.834437
5.702650,-0.548472,0.836169
5.708781,-0.543335,0.839516
5.708954,-0.543190,0.839610
5.711823,-0.540779,0.841165
5.714885,-0.538200,0.842817
5.716421,-0.536905,0.843642
5.719753,-0.534091,0.845427
5.721709,-0.532437,0.846470
5.733085,-0.522773,0.852472
5.733926,-0.522055,0.852912
5.734486,-0.521578,0.853204
5.737514,-0.518992,0.854779
5.738340,-0.518286,0.855207
5.750992,-0.507425,0.861696
5.753795,-0.505008,0.863115
5.755472,-0.503559,0.863961
5.757585,-0.501733,0.865023
5.759600,-0.500000,0.866000
5.760728,-0.499011,0.866596
5.763803,-0.496344,0.868126
5.764166,-0.496029,0.868306
5.767085,-0.493492,0.869750
5.770741,-0.490309,0.871548
5.772951,-0.488382,0.872630
5.773137,-0.488220,0.872721
5.784714,-0.478083,0.878315
5.786628,-0.476401,0.879228
5.787173,-0.475922,0.879488
5.791118,-0.472449,0.881358
5.792170,-0.471522,0.881854
5.792453,-0.471272,0.881988
5.801560,-0.463220,0.886243
5.804302,-0.460789,0.887510
5.804875,-0.460280,0.887774
5.805037,-0.460135,0.887849
5.810072,-0.455660,0.890154
5.810743,-0.455063,0.890459
5.810953,-0.454876,0.890555
5.811711,-0.454200,0.890900
5.812701,-0.453318,0.891349
5.816261,-0.450142,0.892957
5.822443,-0.444614,0.895723
5.823036,-0.444082,0.895986
5.823064,-0.444057,0.895999
5.827406,-0.440162,0.897918
5.827685,-0.439912,0.898041
5.828047,-0.439586,0.898200
5.829511,-0.438271,0.898843
5.830611,-0.437282,0.899324
5.840679,-0.428206,0.903681
5.841268,-0.427674,0.903933
5.843383,-0.425760,0.904836
5.845779,-0.423591,0.905853
5.847663,-0.421884,0.906650
5.851130,-0.418738,0.908107
5.860827,-0.409913,0.912125
5.861588,-0.409218,0.912437
5.861794,-0.409030,0.912521
5.862358,-0.408516,0.912751
5.877174,-0.394948,0.918704
5.878183,-0.394021,0.919102
5.880270,-0.392101,0.919922
5.880669,-0.391735,0.920078
5.880683,-0.391722,0.920084
5.881335,-0.391122,0.920339
5.881862,-0.390637,0.920545
5.881941,-0.390564,0.920576
5.882173,-0.390350,0.920666
5.885269,-0.387498,0.921870
5.886170,-0.386667,0.922219
5.892538,-0.380787,0.924663
5.896842,-0.376804,0.926293
5.898688,-0.375093,0.926987
5.906313,-0.368014,0.929820
5.909929,-0.364650,0.931145
5.912957,-0.361829,0.932245
5.915863,-0.359118,0.933292
5.922332,-0.353073,0.935596
5.927446,-0.348283,0.937389
5.930060,-0.345832,0.938296
5.938542,-0.337861,0.941196
5.940876,-0.335663,0.941982
5.941968,-0.334634,0.942348
5.944047,-0.332675,0.943042
5.944063,-0.332659,0.943047
5.952186,-0.324989,0.945718
5.953542,-0.323706,0.946158
5.960515,-0.317100,0.948392
5.961757,-0.315922,0.948785
5.961850,-0.315834,0.948815
5.964587,-0.313236,0.949676
5.969410,-0.308652,0.951175
5.976532,-0.301869,0.953349
5.981145,-0.297469,0.954732
5.983161,-0.295543,0.955329
5.987244,-0.291641,0.956528
5.987389,-0.291502,0.956570
5.987870,-0.291041,0.956711
5.988808,-0.290144,0.956983
5.989167,-0.289801,0.957087
5.999804,-0.279604,0.960115
6.002637,-0.276882,0.960904
6.004358,-0.275229,0.961379
6.007018,-0.272670,0.962108
6.021400,-0.258800,0.965900
6.021988,-0.258238,0.966081
6.022529,-0.257715,0.966221
6.022805,-0.257448,0.966292
6.023737,-0.256547,0.966532
6.024822,-0.255498,0.966810
6.026890,-0.253499,0.967336
6.027663,-0.252751,0.967531
6.030441,-0.250062,0.968230
6.035546,-0.245116,0.969494
6.035793,-0.244877,0.969554
6.041595,-0.239248,0.970959
6.043781,-0.237124,0.971479
6.045681,-0.235278,0.971928
6.052034,-0.229098,0.973403
6.054351,-0.226842,0.973932
6.059336,-0.221985,0.975050
6.060251,-0.221092,0.975253
6.065887,-0.215592,0.976484
6.071014,-0.210583,0.977576
6.079043,-0.202727,0.979235
6.086850,-0.195076,0.980788
6.089515,-0.192462,0.981304
6.091288,-0.190722,0.981644
6.093528,-0.188522,0.982069
6.095956,-0.186137,0.982524
6.099076,-0.183071,0.983100
6.099152,-0.182997,0.983114
6.100249,-0.181918,0.983314
6.106023,-0.176237,0.984348
6.106165,-0.176097,0.984373
6.109432,-0.172881,0.984943
6.122443,-0.160051,0.987109
6.129848,-0.152737,0.988267
6.130016,-0.152571,0.988292
6.130730,-0.151865,0.988401
6.131745,-0.150862,0.988555
6.133195,-0.149428,0.988773
6.136561,-0.146099,0.989270
6.139883,-0.142812,0.989750
6.144433,-0.138307,0.990389
6.146240,-0.136518,0.990638
6.148940,-0.133843,0.991003
6.152650,-0.130165,0.991492
6.154824,-0.128009,0.991773
6.157387,-0.125467,0.992098
6.157692,-0.125164,0.992136
6.158808,-0.124057,0.992275
6.162681,-0.120213,0.992748
6.166237,-0.116682,0.993169
6.168869,-0.114068,0.993473
6.170995,-0.111955,0.993713
6.172392,-0.110567,0.993869
6.176291,-0.106691,0.994292
6.178992,-0.104005,0.994577
6.183818,-0.099204,0.995067
6.186227,-0.096807,0.995303
6.186286,-0.096747,0.995309
6.186736,-0.096300,0.995352
6.189231,-0.093816,0.995590
6.192331,-0.090729,0.995876
6.192840,-0.090222,0.995922
6.199171,-0.083915,0.996473
6.199189,-0.083898,0.996474
6.203468,-0.079633,0.996824
6.211582,-0.071542,0.997438
6.214906,-0.068227,0.997670
6.219242,-0.063900,0.997956
6.222101,-0.061047,0.998135
6.222374,-0.060773,0.998152
6.222794,-0.060355,0.998177
6.231503,-0.051659,0.998665
6.231712,-0.051451,0.998676
6.233184,-0.049981,0.998750
6.235280,-0.047887,0.998853
6.239735,-0.043437,0.999056
6.241518,-0.041655,0.999132
6.242486,-0.040688,0.999172
6.242615,-0.040559,0.999177
6.245975,-0.037202,0.999308
6.249896,-0.033284,0.999446
6.250607,-0.032573,0.999469
6.250665,-0.032515,0.999471
6.254688,-0.028494,0.999594
6.262308,-0.020876,0.999782
6.264554,-0.018631,0.999826
6.267980,-0.015205,0.999884
6.274448,-0.008737,0.999962
6.275290,-0.007896,0.999969
6.275825,-0.007360,0.999973
6.275832,-0.007354,0.999973
6.277560,-0.005625,0.999984
6.279553,-0.003632,0.999993
6.283200,-0.000000,1.000000
